"","V1","V2"
"8348","RtnTbhWYw4QjKhoTBV37OA",NA
"8349","oFHvr1cAktvU-bQgrl4aPw",NA
"8350","Dv0OHpQSL4hOGl2KAEVvlA",NA
"8351","VxRlBe2wjtycFWSZm1orTA",NA
"8352","NwVj3tbEcR2F8fbrcOEV0Q",NA
"8353","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"8354","6zi7dAlnk7vgvlGbUMoKkA",NA
"8355","9Rs7n2LbINBN8kLbScjhmA",NA
"8356","O1ird5yRyuDFnOmYu90OoA",NA
"8357","u1m3qTIrhZhwNjMT6n-M8g",NA
"8358","Fr5R5w74Xg7sKMlt4PPtHg",NA
"8359","RtnTbhWYw4QjKhoTBV37OA",NA
"8360","zYb4kj2R54R2YPeNm829BA",NA
"8361","DjvpsmdtEvnyMk2vXxpc-w",NA
"8362","zYb4kj2R54R2YPeNm829BA",NA
"8363","oFHvr1cAktvU-bQgrl4aPw",NA
"8364","2iTsRqUsPGRH1li1WVRvKQ",NA
"8365","82I9SSilxh3zL8F1UQ45Xw",NA
"8366","pWyhmTVRNw6hix3J__SqvQ",NA
"8367","_qA2HPqgLiBc-M4wRyml0g",NA
"8368","y1esDY2vFyaTMf1YlRT7ZA",NA
"8369","S_bG5WWbtNXhhY9Y0GTcSg",NA
"8370","ApHiz1xxENwjkp8MKrE4Dg",NA
"8371","mDR12Hafvr84ctpsV6YLag",NA
"8372","oFHvr1cAktvU-bQgrl4aPw",NA
"8373","Trbt0Ex85yvwT8DHoEFCvg",NA
"8374","PbTh7aX0_yyaXFOXAlhI4A",NA
"8375","AfN3Z1U6QPEgAb5F2CQm8w",NA
"8376","mDR12Hafvr84ctpsV6YLag",NA
"8377","OY0-hYJ2q6WiAqhYnCZZ0w",NA
"8378","-6tvduBzjLI1ISfs3F_qTg",NA
"8379","HGNOaHmKpW1ajuAVCpA1yg",NA
"8380","zw9_mqWBn1QCfZg88w0Exg",NA
"8381","P7pxQFqr7yBKMMI2J51udw",NA
"8382","P7pxQFqr7yBKMMI2J51udw",NA
"8383","AFgPDQm_pczo5uV3yQBgwg",NA
"8384","d482l58ho0_IMdFkXX1F5Q",NA
"8385","y4ETe3DkcIjjr_eyeg5U5g",NA
"8386","2iTsRqUsPGRH1li1WVRvKQ",NA
"8387","mlCDsdVFuZvRGrJTfQ6amw",NA
"8388","2iTsRqUsPGRH1li1WVRvKQ",NA
"8389","2iTsRqUsPGRH1li1WVRvKQ",NA
"8390","iB9By3dVS6BydSUiDHxLyw",NA
"8391","AfN3Z1U6QPEgAb5F2CQm8w",NA
"8392","ljLq8ZTLO52rzwsEeaWZKg",NA
"8393","mDR12Hafvr84ctpsV6YLag",NA
"8394","nrq5H3LZicjMG0wv7gy08g",NA
"8395","RtnTbhWYw4QjKhoTBV37OA",NA
"8396","P7pxQFqr7yBKMMI2J51udw",NA
"8397","VxRlBe2wjtycFWSZm1orTA",NA
"8398","CKoDbOpF_CSyy6_lttqjKg",NA
"8399","u-IVGF-wGwvxuj3uKQW8qw",NA
"8400","HPfcEJh3ivdX_QehRKZYrA",NA
"8401","Do72DKBclgkSPt6jZ9-c4Q",NA
"8402","oFHvr1cAktvU-bQgrl4aPw",NA
"8403","o9IvrLWtTt5lCYqO-uiJLg",NA
"8404","mDR12Hafvr84ctpsV6YLag",NA
"8405","Err-UlwpMFaCIQ4mAVxmzQ",NA
"8406","5nWfU-qheLL-JzwYgHe_cQ",NA
"8407","WWdPXSNLduMNK-ybk9HcuA",NA
"8408","k9rR23TeanYDFEdqUK9Hjw",NA
"8409","SqL19z7A7LB91RkWWwWvnQ",NA
"8410","I1qRb4qqQRly7NhIOCkk_Q",NA
"8411","sMzNLdhJZGzYirIWt-fMAg",NA
"8412","mDR12Hafvr84ctpsV6YLag",NA
"8413","mlCDsdVFuZvRGrJTfQ6amw",NA
"8414","mDR12Hafvr84ctpsV6YLag",NA
"8415","mDR12Hafvr84ctpsV6YLag",NA
"8416","OOXUDZVOREgjwrLiwr3Spg",NA
"8417","9Rs7n2LbINBN8kLbScjhmA",NA
"8418","-6tvduBzjLI1ISfs3F_qTg",NA
"8419","oFHvr1cAktvU-bQgrl4aPw",NA
"8420","jF3sWSqa-6TyROZgSUGrIw",NA
"8421","y1esDY2vFyaTMf1YlRT7ZA",NA
"8422","-6tvduBzjLI1ISfs3F_qTg",NA
"8423","P7pxQFqr7yBKMMI2J51udw",NA
"8424","2iTsRqUsPGRH1li1WVRvKQ",NA
"8425","y4ETe3DkcIjjr_eyeg5U5g",NA
"8426","Trbt0Ex85yvwT8DHoEFCvg",NA
"8427","JRo3APL5f4-TEkuI-SoDcA",NA
"8428","iiuEt92eGGy_fTvywsTBbA",NA
"8429","w_UCGMgok7N9p0XdYBx1VQ",NA
"8430","AFgPDQm_pczo5uV3yQBgwg",NA
"8431","3akSOcI-uzHOwGQeZD3NHg",NA
"8432","Trbt0Ex85yvwT8DHoEFCvg",NA
"8433","O1ird5yRyuDFnOmYu90OoA",NA
"8434","2iTsRqUsPGRH1li1WVRvKQ",NA
"8435","oFHvr1cAktvU-bQgrl4aPw",NA
"8436","P7pxQFqr7yBKMMI2J51udw",NA
"8437","NCc227GObIORVxUXs-KWvw",NA
"8438","AFgPDQm_pczo5uV3yQBgwg",NA
"8439","_qA2HPqgLiBc-M4wRyml0g",NA
"8440","ibf4xvHWD4t1DOOZhidHBg",NA
"8441","u632XAPn08Rot9Ru9BoFNA",NA
"8442","P7pxQFqr7yBKMMI2J51udw",NA
"8443","UJb1PrUWDFfuzwUPc1pP4Q",NA
"8444","-6tvduBzjLI1ISfs3F_qTg",NA
"8445","P7pxQFqr7yBKMMI2J51udw",NA
"8446","mlCDsdVFuZvRGrJTfQ6amw",NA
"8447","mDR12Hafvr84ctpsV6YLag",NA
"8448","FogTa-wmjhVnJCoTiaxvZA",NA
"8449","w_UCGMgok7N9p0XdYBx1VQ",NA
"8450","74gDxr6rs_8tUTcS1vkr0Q",NA
"8451","o9IvrLWtTt5lCYqO-uiJLg",NA
"8452","9njwmO6YzhaQB3-htNMFYQ",NA
"8453","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"8454","G6BwYw_0_atLPTzI1uokIA",NA
"8455","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"8456","P7pxQFqr7yBKMMI2J51udw",NA
"8457","UJb1PrUWDFfuzwUPc1pP4Q",NA
"8458","mlCDsdVFuZvRGrJTfQ6amw",NA
"8459","yxLVwItd1Wnhy6SeUUcNYA",NA
"8460","UotZUkpcI0p2J8RUAD36Ng",NA
"8461","FogTa-wmjhVnJCoTiaxvZA",NA
"8462","_0d-uqjdfeL23s2xgje4Pw",NA
"8463","nkDSE-yhvLX4ij5fSzvb5Q",NA
"8464","GETVAz5SCk8rFziexV54Aw",NA
"8465","NCc227GObIORVxUXs-KWvw",NA
"8466","2c9Vptks_vowLgVUMnCgjw",NA
"8467","Q0y1SHlhG4mzUWWDIW7NFg",NA
"8468","mDR12Hafvr84ctpsV6YLag",NA
"8469","o9IvrLWtTt5lCYqO-uiJLg",NA
"8470","Q0y1SHlhG4mzUWWDIW7NFg",NA
"8471","LqEZNMIsJOWUWSxdHHCBig",NA
"8472","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"8473","O1ird5yRyuDFnOmYu90OoA",NA
"8474","74gDxr6rs_8tUTcS1vkr0Q",NA
"8475","RNO7SRmfVi0CyXjtPhXELg",NA
"8476","2iTsRqUsPGRH1li1WVRvKQ",NA
"8477","NwWYSYGHFyHQMmsXu0SiYA",NA
"8478","2iTsRqUsPGRH1li1WVRvKQ",NA
"8479","_9Oh4NYx5Yjd4tG2_HWQww",NA
"8480","_qA2HPqgLiBc-M4wRyml0g",NA
"8481","O3zVw-VAcJi8ta4B6v5iAA",NA
"8482","iUHz8jIWjkbx6pXsTUNIaw",NA
"8483","bWucOPNoIjd8ECdiDyVq9Q",NA
"8484","0ZZIqTdEb7yUa13QZLKuGQ",NA
"8485","-6tvduBzjLI1ISfs3F_qTg",NA
"8486","ibf4xvHWD4t1DOOZhidHBg",NA
"8487","Trbt0Ex85yvwT8DHoEFCvg",NA
"8488","Trbt0Ex85yvwT8DHoEFCvg",NA
"8489","b_XIKJ2nNzksuWhfMTEehQ",NA
"8490","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"8491","Trbt0Ex85yvwT8DHoEFCvg",NA
"8492","RtnTbhWYw4QjKhoTBV37OA",NA
"8493","P7pxQFqr7yBKMMI2J51udw",NA
"8494","P7pxQFqr7yBKMMI2J51udw",NA
"8495","mDR12Hafvr84ctpsV6YLag",NA
"8496","mlCDsdVFuZvRGrJTfQ6amw",NA
"8497","OY0-hYJ2q6WiAqhYnCZZ0w",NA
"8498","mDR12Hafvr84ctpsV6YLag",NA
"8499","mDR12Hafvr84ctpsV6YLag",NA
"8500","Gt-T8XbgbvFw5KeLpmnSLg",NA
"8501","AfN3Z1U6QPEgAb5F2CQm8w",NA
"8502","O3zVw-VAcJi8ta4B6v5iAA",NA
"8503","UJb1PrUWDFfuzwUPc1pP4Q",NA
"8504","mDR12Hafvr84ctpsV6YLag",NA
"8505","8PBq-MHyLDrhkaTf72Foww",NA
"8506","eYE7zd30ltLAS1V3ssdtrQ",NA
"8507","-6tvduBzjLI1ISfs3F_qTg",NA
"8508","FogTa-wmjhVnJCoTiaxvZA",NA
"8509","OY0-hYJ2q6WiAqhYnCZZ0w",NA
"8510","2iTsRqUsPGRH1li1WVRvKQ",NA
"8511","0v984vlPQfb4VZWvBJSsfg",NA
"8512","mDR12Hafvr84ctpsV6YLag",NA
"8513","nrq5H3LZicjMG0wv7gy08g",NA
"8514","_eNeiqWPt1MPLFF6DEIJeA",NA
"8515","Fr5R5w74Xg7sKMlt4PPtHg",NA
"8516","L3ysePkSGjp11VIcmA3A-Q",NA
"8517","d482l58ho0_IMdFkXX1F5Q",NA
"8518","avKtXuzalCP_cVfrk-fLeQ",NA
"8519","Dv0OHpQSL4hOGl2KAEVvlA",NA
"8520","9njwmO6YzhaQB3-htNMFYQ",NA
"8521","SqL19z7A7LB91RkWWwWvnQ",NA
"8522","npWIa3dIPEV1MTaZNq6AUA",NA
"8523","P7pxQFqr7yBKMMI2J51udw",NA
"8524","L3ysePkSGjp11VIcmA3A-Q",NA
"8525","mDR12Hafvr84ctpsV6YLag",NA
"8526","UJb1PrUWDFfuzwUPc1pP4Q",NA
"8527","GETVAz5SCk8rFziexV54Aw",NA
"8528","j7MAcrMGsiRCrFLLQH-XEQ",NA
"8529","82I9SSilxh3zL8F1UQ45Xw",NA
"8530","fMtJHpD-l0GGFKr5xnbWnQ",NA
"8531","sZq-qUvoLgYxlDmIcxYWDg",NA
"8532","y4ETe3DkcIjjr_eyeg5U5g",NA
"8533","P7pxQFqr7yBKMMI2J51udw",NA
"8534","y4ETe3DkcIjjr_eyeg5U5g",NA
"8535","NwWYSYGHFyHQMmsXu0SiYA",NA
"8536","mDR12Hafvr84ctpsV6YLag",NA
"8537","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"8538","IOQ7hWDbdzZgOSr2sDELoQ",NA
"8539","s1FNMwBVBmC7mLfYy77e8g",NA
"8540","w_UCGMgok7N9p0XdYBx1VQ",NA
"8541","P7pxQFqr7yBKMMI2J51udw",NA
"8542","2iTsRqUsPGRH1li1WVRvKQ",NA
"8543","dQrDogW_V4fB83vTTAP5eA",NA
"8544","2c9Vptks_vowLgVUMnCgjw",NA
"8545","PQicuLOZ3uNJKn4PtayjlQ",NA
"8546","zYb4kj2R54R2YPeNm829BA",NA
"8547","I1qRb4qqQRly7NhIOCkk_Q",NA
"8548","9Fm-OVlt1fXIHcp5QJisuQ",NA
"8549","w_UCGMgok7N9p0XdYBx1VQ",NA
"8550","pH9HF3GfJKJAdKDHcoUI4w",NA
"8551","zK7sltLeRRioqYwgLiWUIA",NA
"8552","sMzNLdhJZGzYirIWt-fMAg",NA
"8553","mDR12Hafvr84ctpsV6YLag",NA
"8554","iUHz8jIWjkbx6pXsTUNIaw",NA
"8555","AFgPDQm_pczo5uV3yQBgwg",NA
"8556","w_UCGMgok7N9p0XdYBx1VQ",NA
"8557","w_UCGMgok7N9p0XdYBx1VQ",NA
"8558","RtnTbhWYw4QjKhoTBV37OA",NA
"8559","DjvpsmdtEvnyMk2vXxpc-w",NA
"8560","G6BwYw_0_atLPTzI1uokIA",NA
"8561","mDR12Hafvr84ctpsV6YLag",NA
"8562","-6tvduBzjLI1ISfs3F_qTg",NA
"8563","yxLVwItd1Wnhy6SeUUcNYA",NA
"8564","5nWfU-qheLL-JzwYgHe_cQ",NA
"8565","Q0y1SHlhG4mzUWWDIW7NFg",NA
"8566","d482l58ho0_IMdFkXX1F5Q",NA
"8567","NwVj3tbEcR2F8fbrcOEV0Q",NA
"8568","2iTsRqUsPGRH1li1WVRvKQ",NA
"8569","Err-UlwpMFaCIQ4mAVxmzQ",NA
"8570","AfN3Z1U6QPEgAb5F2CQm8w",NA
"8571","ApHiz1xxENwjkp8MKrE4Dg",NA
"8572","mDR12Hafvr84ctpsV6YLag",NA
"8573","O1ird5yRyuDFnOmYu90OoA",NA
"8574","O1ird5yRyuDFnOmYu90OoA",NA
"8575","KeI955jJ81rY2WyaC4lq2w",NA
"8576","Trbt0Ex85yvwT8DHoEFCvg",NA
"8577","-6tvduBzjLI1ISfs3F_qTg",NA
"8578","Trbt0Ex85yvwT8DHoEFCvg",NA
"8579","P7pxQFqr7yBKMMI2J51udw",NA
"8580","Aqg41iDebV_FSiJPft4ihw",NA
"8581","9dP5WPlF2pfjMOx2UeUFnA",NA
"8582","6TvB1PZCY1Ap2S-yNJPs4w",NA
"8583","P7pxQFqr7yBKMMI2J51udw",NA
"8584","OY0-hYJ2q6WiAqhYnCZZ0w",NA
"8585","bWucOPNoIjd8ECdiDyVq9Q",NA
"8586","Trbt0Ex85yvwT8DHoEFCvg",NA
"8587","VBoyqq5lO_H-EJO6MTwIPA",NA
"8588","P7pxQFqr7yBKMMI2J51udw",NA
"8589","AFgPDQm_pczo5uV3yQBgwg",NA
"8590","ibf4xvHWD4t1DOOZhidHBg",NA
"8591","Bx7SDDMr5Y278PFIy0nsmQ",NA
"8592","npWIa3dIPEV1MTaZNq6AUA",NA
"8593","OY0-hYJ2q6WiAqhYnCZZ0w",NA
"8594","ljLq8ZTLO52rzwsEeaWZKg",NA
"8595","jIDnLUpdKQCYtvT7wT7mJg",NA
"8596","y4ETe3DkcIjjr_eyeg5U5g",NA
"8597","P7pxQFqr7yBKMMI2J51udw",NA
"8598","y1esDY2vFyaTMf1YlRT7ZA",NA
"8599","NwWYSYGHFyHQMmsXu0SiYA",NA
"8600","nkDSE-yhvLX4ij5fSzvb5Q",NA
"8601","y1esDY2vFyaTMf1YlRT7ZA",NA
"8602","ApHiz1xxENwjkp8MKrE4Dg",NA
"8603","NwWYSYGHFyHQMmsXu0SiYA",NA
"8604","2iTsRqUsPGRH1li1WVRvKQ",NA
"8605","WWdPXSNLduMNK-ybk9HcuA",NA
"8606","1x8_aJQ-iqvymhRK3SNbLg",NA
"8607","P7pxQFqr7yBKMMI2J51udw",NA
"8608","sMzNLdhJZGzYirIWt-fMAg",NA
"8609","P7pxQFqr7yBKMMI2J51udw",NA
"8610","d482l58ho0_IMdFkXX1F5Q",NA
"8611","mDR12Hafvr84ctpsV6YLag",NA
"8612","OY0-hYJ2q6WiAqhYnCZZ0w",NA
"8613","mDR12Hafvr84ctpsV6YLag",NA
"8614","FogTa-wmjhVnJCoTiaxvZA",NA
"8615","mlCDsdVFuZvRGrJTfQ6amw",NA
"8616","CKoDbOpF_CSyy6_lttqjKg",NA
"8617","y4ETe3DkcIjjr_eyeg5U5g",NA
"8618","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"8619","Trbt0Ex85yvwT8DHoEFCvg",NA
"8620","2c9Vptks_vowLgVUMnCgjw",NA
"8621","OY0-hYJ2q6WiAqhYnCZZ0w",NA
"8622","y4ETe3DkcIjjr_eyeg5U5g",NA
"8623","zK7sltLeRRioqYwgLiWUIA",NA
"8624","mDR12Hafvr84ctpsV6YLag",NA
"8625","P7pxQFqr7yBKMMI2J51udw",NA
"8626","P7pxQFqr7yBKMMI2J51udw",NA
"8627","2iTsRqUsPGRH1li1WVRvKQ",NA
"8628","mlCDsdVFuZvRGrJTfQ6amw",NA
"8629","DjvpsmdtEvnyMk2vXxpc-w",NA
"8630","2iTsRqUsPGRH1li1WVRvKQ",NA
"8631","HGNOaHmKpW1ajuAVCpA1yg",NA
"8632","JRo3APL5f4-TEkuI-SoDcA",NA
"8633","P7pxQFqr7yBKMMI2J51udw",NA
"8634","p8qk36_xEXhICe91tfUpPA",NA
"8635","2iTsRqUsPGRH1li1WVRvKQ",NA
"8636","o9IvrLWtTt5lCYqO-uiJLg",NA
"8637","iB9By3dVS6BydSUiDHxLyw",NA
"8638","o9IvrLWtTt5lCYqO-uiJLg",NA
"8639","dQrDogW_V4fB83vTTAP5eA",NA
"8640","sMzNLdhJZGzYirIWt-fMAg",NA
"8641","eRoOfy-lQso6N3GiUY_c3w",NA
"8642","2iTsRqUsPGRH1li1WVRvKQ",NA
"8643","NwVj3tbEcR2F8fbrcOEV0Q",NA
"8644","iiuEt92eGGy_fTvywsTBbA",NA
"8645","npWIa3dIPEV1MTaZNq6AUA",NA
"8646","P7pxQFqr7yBKMMI2J51udw",NA
"8647","mDR12Hafvr84ctpsV6YLag",NA
"8648","bWucOPNoIjd8ECdiDyVq9Q",NA
"8649","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"8650","DYuOxkW4DtlJsTHdxdXSlg",NA
"8651","82I9SSilxh3zL8F1UQ45Xw",NA
"8652","RZws0oOOi9SRuks4tyB6QA",NA
"8653","s1FNMwBVBmC7mLfYy77e8g",NA
"8654","avKtXuzalCP_cVfrk-fLeQ",NA
"8655","I1qRb4qqQRly7NhIOCkk_Q",NA
"8656","O3zVw-VAcJi8ta4B6v5iAA",NA
"8657","mDR12Hafvr84ctpsV6YLag",NA
"8658","ibf4xvHWD4t1DOOZhidHBg",NA
"8659","1M_EjuTA1qM7lNDchPjLpQ",NA
"8660","G6BwYw_0_atLPTzI1uokIA",NA
"8661","8PBq-MHyLDrhkaTf72Foww",NA
"8662","VBoyqq5lO_H-EJO6MTwIPA",NA
"8663","AFgPDQm_pczo5uV3yQBgwg",NA
"8664","2c9Vptks_vowLgVUMnCgjw",NA
"8665","X5oaz9_MVz-1ng83HuI4ZQ",NA
"8666","2iTsRqUsPGRH1li1WVRvKQ",NA
"8667","CKoDbOpF_CSyy6_lttqjKg",NA
"8668","w_UCGMgok7N9p0XdYBx1VQ",NA
"8669","82I9SSilxh3zL8F1UQ45Xw",NA
"8670","P7pxQFqr7yBKMMI2J51udw",NA
"8671","mDR12Hafvr84ctpsV6YLag",NA
"8672","npWIa3dIPEV1MTaZNq6AUA",NA
"8673","AfN3Z1U6QPEgAb5F2CQm8w",NA
"8674","zw9_mqWBn1QCfZg88w0Exg",NA
"8675","Q-1JCkmzNBJk6jC7K_AUZA",NA
"8676","y4ETe3DkcIjjr_eyeg5U5g",NA
"8677","sMzNLdhJZGzYirIWt-fMAg",NA
"8678","S_bG5WWbtNXhhY9Y0GTcSg",NA
"8679","G6BwYw_0_atLPTzI1uokIA",NA
"8680","bWucOPNoIjd8ECdiDyVq9Q",NA
"8681","S_bG5WWbtNXhhY9Y0GTcSg",NA
"8682","m8Cbph-0tlMaYyXDwvKc3A",NA
"8683","-6tvduBzjLI1ISfs3F_qTg",NA
"8684","mNsjRWm99TFmssgKJX_kyg",NA
"8685","82I9SSilxh3zL8F1UQ45Xw",NA
"8686","LqEZNMIsJOWUWSxdHHCBig",NA
"8687","dQrDogW_V4fB83vTTAP5eA",NA
"8688","o9IvrLWtTt5lCYqO-uiJLg",NA
"8689","JAEGnGjqphWGoyuCN-hNQQ",NA
"8690","P7pxQFqr7yBKMMI2J51udw",NA
"8691","-6tvduBzjLI1ISfs3F_qTg",NA
"8692","zunMkZ4U2eVojempQtLngg",NA
"8693","O1ird5yRyuDFnOmYu90OoA",NA
"8694","oFHvr1cAktvU-bQgrl4aPw",NA
"8695","mDR12Hafvr84ctpsV6YLag",NA
"8696","IOQ7hWDbdzZgOSr2sDELoQ",NA
"8697","mDR12Hafvr84ctpsV6YLag",NA
"8698","mDR12Hafvr84ctpsV6YLag",NA
"8699","iUHz8jIWjkbx6pXsTUNIaw",NA
"8700","iB9By3dVS6BydSUiDHxLyw",NA
"8701","Dv0OHpQSL4hOGl2KAEVvlA",NA
"8702","JAEGnGjqphWGoyuCN-hNQQ",NA
"8703","AfN3Z1U6QPEgAb5F2CQm8w",NA
"8704","S_bG5WWbtNXhhY9Y0GTcSg",NA
"8705","ZBq7AD95c2kPei76KVewQQ",NA
"8706","Err-UlwpMFaCIQ4mAVxmzQ",NA
"8707","2iTsRqUsPGRH1li1WVRvKQ",NA
"8708","sZq-qUvoLgYxlDmIcxYWDg",NA
"8709","zK7sltLeRRioqYwgLiWUIA",NA
"8710","mJ_ucQ2_3hfTsmCcKb-hgw",NA
"8711","VxRlBe2wjtycFWSZm1orTA",NA
"8712","9Fm-OVlt1fXIHcp5QJisuQ",NA
"8713","A4kCvILTgfr_2cG0_yGNiw",NA
"8714","dQrDogW_V4fB83vTTAP5eA",NA
"8715","3akSOcI-uzHOwGQeZD3NHg",NA
"8716","mJ_ucQ2_3hfTsmCcKb-hgw",NA
"8717","ljLq8ZTLO52rzwsEeaWZKg",NA
"8718","P7pxQFqr7yBKMMI2J51udw",NA
"8719","DYuOxkW4DtlJsTHdxdXSlg",NA
"8720","sMzNLdhJZGzYirIWt-fMAg",NA
"8721","P7pxQFqr7yBKMMI2J51udw",NA
"8722","2c9Vptks_vowLgVUMnCgjw",NA
"8723","P7pxQFqr7yBKMMI2J51udw",NA
"8724","GqL8ApVCHTiIzp7hIMhsMA",NA
"8725","mJ_ucQ2_3hfTsmCcKb-hgw",NA
"8726","o9IvrLWtTt5lCYqO-uiJLg",NA
"8727","VZQPYoK6l_vo5jwYgabJdQ",NA
"8728","mlCDsdVFuZvRGrJTfQ6amw",NA
"8729","9Rs7n2LbINBN8kLbScjhmA",NA
"8730","zw9_mqWBn1QCfZg88w0Exg",NA
"8731","P7pxQFqr7yBKMMI2J51udw",NA
"8732","RNO7SRmfVi0CyXjtPhXELg",NA
"8733","A4kCvILTgfr_2cG0_yGNiw",NA
"8734","mDR12Hafvr84ctpsV6YLag",NA
"8735","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"8736","P7pxQFqr7yBKMMI2J51udw",NA
"8737","nrq5H3LZicjMG0wv7gy08g",NA
"8738","FogTa-wmjhVnJCoTiaxvZA",NA
"8739","mDR12Hafvr84ctpsV6YLag",NA
"8740","ibf4xvHWD4t1DOOZhidHBg",NA
"8741","P7pxQFqr7yBKMMI2J51udw",NA
"8742","G6BwYw_0_atLPTzI1uokIA",NA
"8743","mDR12Hafvr84ctpsV6YLag",NA
"8744","u1m3qTIrhZhwNjMT6n-M8g",NA
"8745","_qA2HPqgLiBc-M4wRyml0g",NA
"8746","mJ_ucQ2_3hfTsmCcKb-hgw",NA
"8747","9Fm-OVlt1fXIHcp5QJisuQ",NA
"8748","GETVAz5SCk8rFziexV54Aw",NA
"8749","sZq-qUvoLgYxlDmIcxYWDg",NA
"8750","9njwmO6YzhaQB3-htNMFYQ",NA
"8751","y4ETe3DkcIjjr_eyeg5U5g",NA
"8752","CKoDbOpF_CSyy6_lttqjKg",NA
"8753","yxLVwItd1Wnhy6SeUUcNYA",NA
"8754","s1FNMwBVBmC7mLfYy77e8g",NA
"8755","w_UCGMgok7N9p0XdYBx1VQ",NA
"8756","8PBq-MHyLDrhkaTf72Foww",NA
"8757","mDR12Hafvr84ctpsV6YLag",NA
"8758","mDR12Hafvr84ctpsV6YLag",NA
"8759","je5h9jV38Wpist76omY_Pw",NA
"8760","P7pxQFqr7yBKMMI2J51udw",NA
"8761","mJ_ucQ2_3hfTsmCcKb-hgw",NA
"8762","HGNOaHmKpW1ajuAVCpA1yg",NA
"8763","OY0-hYJ2q6WiAqhYnCZZ0w",NA
"8764","npWIa3dIPEV1MTaZNq6AUA",NA
"8765","AjaLaFQLMRLnPetDFQN1eQ",NA
"8766","AFgPDQm_pczo5uV3yQBgwg",NA
"8767","mDR12Hafvr84ctpsV6YLag",NA
"8768","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"8769","2iTsRqUsPGRH1li1WVRvKQ",NA
"8770","VxRlBe2wjtycFWSZm1orTA",NA
"8771","9Rs7n2LbINBN8kLbScjhmA",NA
"8772","O3zVw-VAcJi8ta4B6v5iAA",NA
"8773","vgaA8bqGtd2uYj3KuWC9yw",NA
"8774","UsJYr7l0fOaQZG223BbpeA",NA
"8775","P7pxQFqr7yBKMMI2J51udw",NA
"8776","9Rs7n2LbINBN8kLbScjhmA",NA
"8777","mJ_ucQ2_3hfTsmCcKb-hgw",NA
"8778","NCc227GObIORVxUXs-KWvw",NA
"8779","9Fm-OVlt1fXIHcp5QJisuQ",NA
"8780","UJb1PrUWDFfuzwUPc1pP4Q",NA
"8781","2iTsRqUsPGRH1li1WVRvKQ",NA
"8782","P7pxQFqr7yBKMMI2J51udw",NA
"8783","d482l58ho0_IMdFkXX1F5Q",NA
"8784","P7pxQFqr7yBKMMI2J51udw",NA
"8785","2iTsRqUsPGRH1li1WVRvKQ",NA
"8786","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"8787","RtnTbhWYw4QjKhoTBV37OA",NA
"8788","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"8789","gc5bZeAOoSvlK-gcJJHahA",NA
"8790","_9Oh4NYx5Yjd4tG2_HWQww",NA
"8791","y4ETe3DkcIjjr_eyeg5U5g",NA
"8792","WPUf-Eo6PHxDNqPygahiUA",NA
"8793","Fr5R5w74Xg7sKMlt4PPtHg",NA
"8794","m8Cbph-0tlMaYyXDwvKc3A",NA
"8795","bWucOPNoIjd8ECdiDyVq9Q",NA
"8796","P7pxQFqr7yBKMMI2J51udw",NA
"8797","w_UCGMgok7N9p0XdYBx1VQ",NA
"8798","OY0-hYJ2q6WiAqhYnCZZ0w",NA
"8799","-6tvduBzjLI1ISfs3F_qTg",NA
"8800","1M_EjuTA1qM7lNDchPjLpQ",NA
"8801","mDR12Hafvr84ctpsV6YLag",NA
"8802","JzB7NITHQ7gVHGVZ1ntgIQ",NA
"8803","CKoDbOpF_CSyy6_lttqjKg",NA
"8804","npWIa3dIPEV1MTaZNq6AUA",NA
"8805","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"8806","JAEGnGjqphWGoyuCN-hNQQ",NA
"8807","PQicuLOZ3uNJKn4PtayjlQ",NA
"8808","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"8809","HGNOaHmKpW1ajuAVCpA1yg",NA
"8810","O1ird5yRyuDFnOmYu90OoA",NA
"8811","mDR12Hafvr84ctpsV6YLag",NA
"8812","I1qRb4qqQRly7NhIOCkk_Q",NA
"8813","ibf4xvHWD4t1DOOZhidHBg",NA
"8814","AFgPDQm_pczo5uV3yQBgwg",NA
"8815","82I9SSilxh3zL8F1UQ45Xw",NA
"8816","P7pxQFqr7yBKMMI2J51udw",NA
"8817","AFgPDQm_pczo5uV3yQBgwg",NA
"8818","m8Cbph-0tlMaYyXDwvKc3A",NA
"8819","2iTsRqUsPGRH1li1WVRvKQ",NA
"8820","9njwmO6YzhaQB3-htNMFYQ",NA
"8821","P7pxQFqr7yBKMMI2J51udw",NA
"8822","-33BHZKxCiREa1cfa672OQ",NA
"8823","npWIa3dIPEV1MTaZNq6AUA",NA
"8824","JRo3APL5f4-TEkuI-SoDcA",NA
